"","user_id","screen_name","name","location","description","followers_count","friends_count","statuses_count","favourites_count","account_created_at","verified"
"23","149144583","ProtoCAM3D","ProtoCAM","Allentown, PA USA","Rapid Prototyping Service Provider with quick turnaround on rapid prototypes/additive manufacturing. Quality Parts - Guaranteed!",385,362,1145,1303,2010-05-28 14:41:58,FALSE
"24","18870989","fabbaloo","Fabbaloo","Worldwide and Beyond","Fabbaloo provides deeper analysis of developments in current and future 3D Printing and Additive Manufacturing industries https://t.co/T820xhfZQP #3DPrinting",19290,21217,28766,530,2009-01-11 16:20:54,FALSE
"25","20426331","TheTCTMagazine","TCT Magazine","Worldwide","The Magazine for 3D Printing & Additive Manufacturing Intelligence, Est. 1992 Editions: Europe (English) | DACH (German) | North America (English)",10255,1813,17232,393,2009-02-09 10:08:07,FALSE
"26","1924847005","Gambody_com","Gambody","England","Buy and sell 3D printer files of game characters with our store! Enjoy the future with our vast collection of 3D printable models. #3dprinting #3dprint",812,515,3032,567,2013-10-01 22:23:54,FALSE
"27","1312410453306494976","AlyssaJ37408148","Alyssa Juarez",NA,"hola people:)",17,77,12,354,2020-10-03 15:13:42,FALSE
"28","1253196961080946688","AilMikail","Alisaaaaaa","Green House","- DKV UMN 19'
- I Like Plants
- If i follow you trust me, i just want to see your drawing or content dont need to followback
- bye Aqf now im using Nuba Deck",27,712,3990,14872,2020-04-23 05:40:27,FALSE
"29","1312864459048747008","ren128cosplay","renardcosplay",NA,"(Eng/Esp/Cat) (He/Him) Cosplayer and propmaker. You have the references? I can craft it / comissions: open",30,21,108,146,2020-10-04 21:17:48,FALSE
"30","1312820169337565186","noctomori","Noctomori",NA,"18 | I’m a guy | stupid | spends too much time on Gacha games and jpgs | shit at drawing | learning Japanese",1,233,429,895,2020-10-04 18:21:46,FALSE
"31","822987395855425537","Mossybeardgames","ACABeard","Phoenix, AZ","I stream mtgo mostly, but also some other games. I also cook on stream occasionally. Come hang out sometime!

He/him.",148,356,1540,3229,2017-01-22 02:01:00,FALSE
"32","803415683006664705","Erubox","Eru <U+0001F42D>","Quilmes, Argentina","Vikala fan club. Vtuber hell and mobages. Eng/Spa
pls send cookies and cats


Art account that has no art: @Eruru02",73,1104,33402,23672,2016-11-29 01:50:00,FALSE
"33","3092023437","SirEierkopf","Sir Eierkopf","Glinde, Deutschland","#Streamer at https://t.co/SmNmFltrCv <U+0001F499> Support me by buying merch at https://t.co/1OC6iuVZgI <U+0001F918><U+0001F427>",280,38,2161,439,2015-03-15 14:39:25,FALSE
"34","529192106","3dprintindustry","3D Printing Industry",NA,"Leading source for #3DPrinting news & information – industry reports, business directory, jobs board, and more.",103348,3444,33631,5469,2012-03-19 07:42:12,FALSE
"35","171409890","shakeebyousuf","Shakeeb Yousuf","Panjgur, Balochistan","",110,388,180,432,2010-07-27 08:15:26,FALSE
"36","2636261275","Vanprobsolution","Vanprob Solutions","Mumbai, India","New Technology Products for #Food #Pharma #Retail #Packaging #Paper #Coldchain #Cleaning #Fitness Ind. like #Labels #Stain #Coating #Tracking #Logger #AlarmLock",1286,723,51637,251,2014-07-13 11:40:45,FALSE
"37","226310002","IAM__Network","IAM Platform","Worldwide","Curation | Tools | Tips | Services

IAM Platform powers IAM Network.

GO: https://t.co/wZabw3lJog

Blog | Social | Podcast | Code Trove",17847,15159,914140,65497,2010-12-13 21:24:29,FALSE
"38","3341492225","nu_food","nufood","Cambridge | London | Seattle","The 3D-printing kitchen robot from @dovetailed_ux that makes juicy flavour bursts to complement your meals and drinks: https://t.co/e0nhKoVnZ8",789,1453,1270,1048,2015-06-22 14:55:52,FALSE
"39","942639434","ORSsociety","ORS","Rosemont, IL","Accelerate musculoskeletal discovery to improve health. #orthoresearch #JOR #JORSpine #ORSadvocacy #ORSNation  #orthopassion  #ORS2021 #ORSAmbassador #ORSSMC",4661,1091,10917,5907,2012-11-12 01:49:28,FALSE
"40","722236194","Bajuware_1","Der AL","Franken","Hobbystreamer;
3D-Druck-Verrückter
Konstruktionsanfänger
Bastler
""Programmierer""
^^",6,19,165,56,2012-07-28 14:03:06,FALSE
"41","2397220082","Artax3dTV","Artax3d ( Codigo: Artax3d )","Espiras Caloris, Mercurio","https://t.co/Jjqt19veF4  3d Character Artist @IngameDesign3d artax3dingame3d@gmail.com CLAN: @CrimsonCrows_ES TWITCH https://t.co/r4npkbFEdW",161,514,3982,3416,2014-03-19 04:04:44,FALSE
"42","1612885200","Cults3D","Cults.","Paris","Find and download the greatest 3D models for your 3D printer and enjoy exclusive promotions #3DPrinting #Cults3D",9419,2803,9775,15894,2013-07-22 14:06:11,FALSE
"43","1142968088519958528","GamerGraduate","TheGraduateGamer","England, United Kingdom","The Official Twitter for The Graduate Gamer Youtube channel where i film all things hobby. Come over and take a look! He/Him",69,305,725,963,2019-06-24 01:30:02,FALSE
"44","1263752060731830273","AtisboStudios","Atisbo Studios","Badajoz","Desing scenary for fantasy games. We are what your 3d printer and playground needs. We love to desing new worlds.
Diseñamos escenario para juegos fantásticos.",6,53,75,12,2020-05-22 08:44:13,FALSE
"45","3224136400","bilcotechsrls","Bilcotech 3D","Cusago, Lombardia","Progettazione 3D, Vendita Stampanti 3D, Consulenza, Formazione, Assistenza e After sales. Contattaci",251,192,1344,289,2015-04-30 10:31:07,FALSE
"46","785968722871668737","GreenSceneFMPSD","Green Scene FMPSD","Fort McMurray, Alberta","Fort McMurray Public School Disctrict Green activities!",427,2015,1934,3307,2016-10-11 22:22:00,FALSE
"47","35468444","CoffinTalk","Coffin Talk",NA,"Join Edgar Allen Poe as he and his friend Frankenstein's Monster and Murray the Gillman discuss all things monster related",106,340,85,17,2009-04-26 13:54:45,FALSE
"48","1195478665313890304","thisisnotgoing1","grumpyluke",NA,"This is not going to go the way you think, is a Star Wars / pop culture channel run by stuntman voice over actor and puppeteer Ben Rowe",210,423,336,266,2019-11-15 23:08:32,FALSE
"49","1388183150","3DFilaPrint","3DFilaPrint","Southend-on-Sea, England","We have a simple but important company value at 3D FilaPrint. We strive to offer a wide range of 3D printing filaments at competitive prices to anyone!",4760,3662,12870,3743,2013-04-28 23:37:21,FALSE
"50","1314561847010439168","InnovatedStudi1","InnovatedStudios",NA,"Theme Parks are our passion and we have over 30 years of direct Theme Park and Entertainment Experience.  Show Control, Show Lighting Design",4,8,29,1,2020-10-09 13:42:38,FALSE
"51","563967401","MatterHackers","MatterHackers","Southern California","Making 3D Printing and Digital Manufacturing easy.",42559,891,9193,16851,2012-04-26 19:16:58,TRUE
"52","942410636818112512","mancaveuk_co_uk","Fab print Collections","England, United Kingdom","owner of #fabprintcollections that specialise in #3Dprintingservices #stlprintingservice #3dprintingsuppiles #artist #iwata #specheads",147,213,1376,290,2017-12-17 15:06:19,FALSE
"53","1309585092356997121","ZERO_DfAM",".ZERO",NA,"We design to produce parts with the most innovative additive manufacturing technologies. We support companies in their innovation path offering a design service",29,289,12,18,2020-09-25 20:06:47,FALSE
"54","2384888990","JRM_Group","JRM_Group","Daventry, United Kingdom","Fast-paced progressive company specialising in providing design, advanced engineering & bespoke manufacturing solutions to the Automotive & Motorsport industry",897,220,1179,747,2014-03-12 08:08:13,FALSE
"55","17166643","LeSheepo","Nancy Otero","NYC","<U+200B>Making knowledge usable. Designing holistic experiences for active learning. Using AI & computational thinking to build future agency. @openai scholar",1050,1194,1694,1811,2008-11-04 20:10:08,FALSE
"56","140982151","HScottKillian","Scott Killian","Austin, TX","Emerging technologies business development professional; Strategic Account Manager; Additive Manufacturing expertise. Opinions expressed here are my own.",888,431,5731,416,2010-05-06 21:52:53,FALSE
"57","16476911","ShiCooks","Shi <U+0001F496> #WearAMask #SocialDistancing #StayHealthy<U+0001F496>","WORLD CITIZEN<U+0001F499> DM-FREE ZONE","MSc. Climate Change | Environment | Energy | Sustainability Proud supporter of change-makers. #AI #Science #Art #Photography #CyberSecurity #FutureOfWork NO DM",33603,14459,362111,132317,2008-09-26 23:20:04,FALSE
"58","331319955","DastardlyDaddyD","David Ellington","California, USA","Science Technology 
Tech Professionals & Reporters
 Immersisive Cinematic Experiences",190,919,1082,1940,2011-07-08 00:25:01,FALSE
"59","1527988244","appthisway","Appthisway®","United Kingdom","Directory | #Tech Blog | #Industry40 | #AI | #VR | #3DPrinting | #EcoTech | #BioTech | #5G | #Cloud | #Digital + all the #IoT | #M2M bits in between",694,986,10562,191,2013-06-18 14:53:55,FALSE
"60","1261038257598595073","3DPrintingSaudi","3D Printing Saudi Arabia <U+0637><U+0628><U+0627><U+0639><U+0629> <U+062B><U+0644><U+0627><U+062B><U+064A><U+0629> <U+0627><U+0644><U+0627><U+0628><U+0639><U+0627><U+062F>","Riyadh","<U+062E><U+062F><U+0645><U+0629> <U+0627><U+0644><U+0637><U+0628><U+0627><U+0639><U+0629> <U+062B><U+0644><U+0627><U+062B><U+064A><U+0629> <U+0627><U+0644><U+0623><U+0628><U+0639><U+0627><U+062F> <U+0641><U+064A> <U+0627><U+0644><U+0645><U+0645><U+0644><U+0643><U+0629> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629> 
Online 3D Printing Service in Saudi Arabia",9,0,31,1,2020-05-14 20:58:54,FALSE
"61","840752539926700033","3DAdept","3D Adept Media","World","MEDIA<U+0001F4BB> #AdditiveManufacturing #Magazine #3Dprinting #impression3D #FabricationAdditive",1217,1572,4942,953,2017-03-12 02:33:20,FALSE
"62","4500694033","makerpowered","Media","Le Roy, IL, United States","We are a startup maker business. We do 3d printing, CNC, glass, and woodworking. We building towards a maker space service.",650,627,22471,214,2015-12-08 21:27:56,FALSE
"63","3301131380","Raise3D","Raise3D Technologies","Irvine, CA","Raise3D inspires creativity and ingenuity with innovative 3D printing technology that empowers our customers to build extraordinary things.",2929,713,2638,3978,2015-07-30 04:04:43,FALSE
"64","3992805111","3drenderbot","3D Render Robot","The Web","I retweet 3d related stuff. You can request new hashtags by contacting my creator @mattiascibien. Mention me with @3drenderbot",4090,4,195197,0,2015-10-19 07:24:59,FALSE
"65","256487198","Ym78200","Yann Marchand","Mantes-La-Jolie (France)","<U+0001F50E>Expert #It #IA #AI #BI #BigData   #Cloud #Cybersecurity  #BlockChain #IoT Membre de #LBDW   
<U+0001F4F7>Photographe et créateur de visites virtuelles #360 #3D #VR #AR",13275,3723,75112,84015,2011-02-23 12:45:05,FALSE
"66","1064108650271309826","TheCuriousLuke","Curious Luke","Switzerland","Luke identifies himself as a: #ACLS #Masterstudent @zhaw ¦ #Biotechnologist ¦ former #Chemical #Labtechnician <U+0001F468><U+200D><U+0001F52C> ¦ #Human",5568,260,253928,82,2018-11-18 10:50:47,FALSE
"67","338489470","diioannid","Dimitris Ioannides","Athens, Greece","Market & Competitive Intelligence for EU markets | Founder at GFN Advisors | Let's talk about Startups, AI, IoT, Big Data, HealthTech, TravelTech, Smart Cities",17153,7695,27630,35469,2011-07-19 17:17:19,FALSE
"68","720796507558035457","Sachin55476477","Sachin Sahota","India","Beautiful Natural I love Animals And Car Movie And I love food Music and Photography the HD 4k Amazing Video (Welcome to My Twitter) <U+2764><U+2764><U+2764>",12050,12762,166994,569216,2016-04-15 02:10:53,FALSE
"69","1311036775528357894","ProjectYuki1","Yuki Design",NA,"Indultrial Designer, Maker, the Mad man of the Arts & Crafts",8,43,44,136,2020-09-29 20:15:07,FALSE
"70","3040871649","hubofml","HubofMachineLearning","Germany ","Once a month, you'll get a newsletter containing exciting stuff on ML, Data Science, Software Engineering and Tech Leadership. Subscribe here <U+0001F449> https://t.co/VRnN9grEfw",6381,10,279181,32093,2015-02-16 15:33:55,FALSE
"71","962590544542171136","robottershq","Robotters®","Austin, TX","We’re building the world's greatest destination for people that love robots. We also created the Robotters Quest for clever kids. https://t.co/An78gh3CQH",115,436,946,903,2018-02-11 07:34:04,FALSE
"72","155011682","maffharris","Maff Harris","Newport, South Wales","Welsh artist and designer. The Hoss in Hosshaus (.co.uk)",69,150,590,422,2010-06-12 21:43:25,FALSE
"73","200490326","ortoplus","Laboratorio Ortoplus","España","Laboratorio nº 1 a nivel europeo en aparatología para tratamientos de ortodoncia, ATM, Apnea del Sueño, Ortodoncia Invisible y CAD/CAM.
T. +34 952212174",2254,2710,1586,154,2010-10-09 12:50:53,FALSE
"74","519691829","Anvil_Industry","Anvil Industry","London, UK","Anvil Industry offers a wide range of miniatures, accessories and conversion parts for 28mm Wargaming miniatures.",1541,512,893,330,2012-03-09 18:06:00,FALSE
"75","115991458","gvalan","Greg Valancius","Baltimore, Md","A seeker of knowledge, truth and justice. 
Lover of tech, startups, futurism, social trends and animals.
Biden/Harris Victory!!<U+0001F389><U+0001F38A><U+0001F378><U+0001F44D><U+0001F601>",30302,28528,345584,305683,2010-02-20 18:35:21,FALSE
"76","34031887","RhondaGiedt","Rhonda Giedt","San Francisco, CA","Marketing Additive Manufacturing & Leading-edge Technology while Mentoring & Empowering Women in College & Business - Opinions Mine",2842,2639,16827,10491,2009-04-21 20:35:43,FALSE
"77","729897163","MichaelMuir12","Red Bow Props",NA,"""Its hard to win an argument with a smart person, but it's damn near impossible to win an argument with a stupid person"" - Bill Murray",159,298,301,1173,2012-08-01 03:44:16,FALSE
"78","1037919137618710528","securitiesio","DeFi, Digital Securities & Fintech","Cayman Islands","Trusted by industry insiders, https://t.co/3AMsA9E3CH offers breaking news on DeFi & digital securities. Interviews with Fortune 500 companies & top industry conferences.",1347,104,1217,10,2018-09-07 04:23:00,FALSE
"79","1075906539339288576","AvidProduct","Avid Product Development","Loveland, CO","DESIGN. PROTOTYPE. MANUFACTURE.
A Lubrizol Company specializing in commercial 3D printing, product design and on-demand manufacturing.",73,39,411,82,2018-12-21 00:11:23,FALSE
"80","427656596","Dario_Matamoros","Marlon Hernández","Guatemala","para conocer el mundo es mejor ir despacio ir caminando guardando los recuerdos y llegar a viejo con muchas historias jeje",179,291,13601,15520,2011-12-03 20:15:43,FALSE
"81","19284888","Nicochan33","Nicolas Babin","France","Key Opinion Leader, consultant & speaker on #AI, #5G, #digital #digitaltransformation, #ehealth, #gamification. RT # endorsement",83254,75390,413408,84631,2009-01-21 11:59:17,FALSE
"82","997474927468048389","gen3_d","Gen3D","Bath, England","",92,179,39,63,2018-05-18 13:52:09,FALSE
"83","1010709584","3Dable","3D Printing <U+0001F6E0> @<U+0001D7D1><U+0001D403><U+0001D41A><U+0001D41B><U+0001D425><U+0001D41E>",NA,"@3Dable: #3DPrinters are pretty common today. #3DPrinting is changing our world by rapid prototyping and additive manufacturing. - Powered by @eicker",6176,146,17119,47,2012-12-14 08:35:32,FALSE
"84","4374719908","jblefevre60","Jean-Baptiste Lefevre","Paris, France","Consultant @MerkutioCom Influencer Growth-Hacker Socialmedia lover ! No1 #Insurtech #fintech #AI #ML #EmergingTechnologies #IoT #Cloud #5G  @Onalytica #AR #KOL",78122,5397,178654,214245,2015-12-04 18:13:38,FALSE
"85","1145623127386251264","Kylie__Berger_","Kylie Berger","Washington DC","Writer and Politics Enthusiast",165,471,1175,662,2019-07-01 09:20:12,FALSE
"86","3298379074","3DPrintMaven","3D Printing News",NA,"",5858,2633,62141,0,2015-05-25 19:30:36,FALSE
"87","99973059","R_Shankar_Gowda","Ravishankar B","Bengaluru, India","Technical Consultant - STPI, Bengaluru.",181,340,63844,91492,2009-12-28 15:11:12,FALSE
"88","3011715788","formed2fit","Formed2fit","Kelowna, British Columbia","We offer 3D printing, 3D scanning and 3D modelling services to Kelowna, BC and the greater Okanagan valley.",483,128,14129,14277,2015-02-06 22:18:31,FALSE
"89","1920498750","My3DPrinting","3D Printing News",NA,"All the latest 3D Printing News from around the World.",56990,37990,26285,14,2013-09-30 16:08:37,FALSE
"90","2440041410","3DPrintingFans","3D Printing Fans",NA,"We cover all the latest, breaking news surrounding 3D printing and 3D scanning",21031,10160,25930,13,2014-04-12 13:47:21,FALSE
"91","198576871","HayleyEverett12","Hayley Everett","St Albans, Hertfordshire","Technology Journalist @3dprintindustry. Previously @cyclingindustry & @TorqueExpo Sports enthusiast<U+0001F3CB><U+FE0F><U+200D><U+2640><U+FE0F>Travel blogger<U+0001F30D>",447,583,2306,1763,2010-10-04 17:42:03,FALSE
"92","1235170030985392128","altf4hashbot","AltF4 Bot","CPU","Follow for latest programming snippets 24x7
Made by : @manushyaaa , feel free to connect.                   
Node.js",320,49,23106,6210,2020-03-04 11:48:14,FALSE
"93","1879821056","3DPrintBoard","3D Print .com","Florida","http://t.co/6HneczXiUp covers the latest breaking 3D printing and 3D printer news, before you see it elsewhere!",48256,35857,26491,98,2013-09-18 15:12:09,FALSE
"94","717354203107209216","3dPrintDirectUK","3D Print Direct","Aylesbury, England","#3DPrinting Service | Affordable SLS Carbon fiber & Graphite reinforced materials | HP MJF PA12 | Follow & Like us for regular competitions and giveaways",348,49,578,248,2016-04-05 14:12:24,FALSE
"95","1949322637","3DPrintGirl","3D Printing News","New York","Your source for the latest 3D printing news",46335,15132,25297,45,2013-10-09 13:40:07,FALSE
"96","2317149613","3DPrint_com","3DPrint",NA,"3D Printing News at your Fingertips",39970,10645,28709,1570,2014-01-29 13:23:21,FALSE
"97","842956176958476289","CoderNotesBot","CodersNotes","codeanywhere.com","RT bot for #60DaysOfUdacity #30Days30Sites #100DaysOfCode #301DaysOfCode
Written in #nodejs using #twit. By @shahidcodes",7432,63,708167,4153,2017-03-18 04:29:48,FALSE
"98","358253618","WevolverApp","Wevolver","San Francisco, Amsterdam","Providing millions of engineers around the world with informative content. #engineering #autonomousvehicles #manufacturing #tech",15400,2648,20836,24861,2011-08-19 16:38:56,FALSE
"99","737142202481016832","chidambara09","Chidambara .ML.","Mysore  and  BERLIN","Be happy  Be healthy Be smile Be cool Be good human",7818,13,1217239,538,2016-05-30 04:42:51,FALSE
"100","963440173018243072","TwitchDESupport","Twitch Support DE (Nicht Offiziell)",NA,"Kein offizieller Account von Twitch! 
Werde versuchen kleinen streamern eine start hilfe zu geben!

Nutze #TwitchDESupport um Supported zu werden",756,0,34633,1500,2018-02-13 15:50:11,FALSE
"101","17648231","RailMags","Suzanne Bradley","Lincoln, England","Railways, buses and cars too. 16mm garden trains. Buy/Sell railway magazines. RT=FYI.",4074,1964,148152,15949,2008-11-26 12:11:26,FALSE
"102","1297284477509566465","take5_take22","Take22",NA,"I don't know anymore.

Also, I am a certified Amelia Watson Simp.",7,7,816,1261,2020-08-22 21:28:43,FALSE
"103","3430980975","Sandraleo2404","rsandra74",NA,"",21,95,2731,6493,2015-08-19 05:36:49,FALSE
"104","21968628","smitchell3","Sara Mitchell",NA,"Wife, mother of three amazingly unique kids, Librarian, Mackin Consultant -driven to connect teachers and students with exactly what they need.",1111,2281,5049,25193,2009-02-26 04:15:00,FALSE
"105","1161164685439225858","Tofu52736472","Tofu@<U+76EE><U+6A19><U+539F><U+578B><U+5E2B>",NA,"<U+65B0><U+4EBA><U+5B78><U+7FD2>Zbrush
<U+9999><U+6E2F><U+4EBA><U+0001F1ED><U+0001F1F0>
<U+76EE><U+6A19><U+6210><U+70BA><U+539F><U+578B><U+5E2B>!",108,333,30,253,2019-08-13 06:36:49,FALSE
"106","284003516","picuwey","Marta :)",NA,"",109,180,4931,266,2011-04-18 12:47:40,FALSE
"107","2611635492","Graphite_AM","Graphite AM Ltd.","Motorsport Valley UK Worldwide","Graphite Additive Manufacturing Ltd. 3D Printing at its very best. Prototype to Production #3DPrinting #SLS #SLA #FDM #MJF #FFF #CarbonSLS #GraphiteSLS",777,1943,1371,1930,2014-07-08 13:09:42,FALSE
"108","1287904385314377729","3DPSam","Sam Ruben","Oakland, CA","Sam Ruben is an accomplished innovator, entrepreneur, executive, Chief Sustainability & Partnerships Officer and co-founder at Mighty Buildings",57,241,37,57,2020-07-28 00:15:22,FALSE
"109","728014936136241152","TimPatAlPostma","Tim Postma","From southwestern Ontario Canada","i like tobcollect interesting stuff,I am advocate for tech especially 3DPrinting but not interested in twitter romance&please,no provocative stuff)",4376,4991,60432,53633,2016-05-05 00:14:21,FALSE
"110","1313523912316198913","MinifyX3","MINIFY x3 @twitch",NA,"Möchte euch supporten x3 lasst ein Hallo da :)",704,0,44936,3,2020-10-06 16:58:04,FALSE
"111","708575761524006912","MountYAlm","MountyAlm","Schweiz","<U+0001F1E8><U+0001F1ED><U+0001F1E9><U+0001F1EA>Gamer, Simracer und Streamer
https://t.co/ikreBeiJvl
https://t.co/IjtE0MzVrw",12,19,85,24,2016-03-12 08:50:01,FALSE
"112","933127350","GothamKnowledge","Gotham_Knowledge","NYC","GOOD NEWS EVERYONE! Educator•Scientist•Artist•Thinker•Nerd *A Trusted Friend in Science*",1738,2972,80213,110532,2012-11-07 22:54:35,FALSE
"113","35207120","ttranpham","Tuan TRANPHAM <U+0001F995>","Greater Boston Area","3D Printing Evangelist last 17+ years working for seven 3DP manufacturers such as ZCorp, 3D Systems, Objet, Stratasys, Arcam, Desktop Metal and now AREVO.",5422,3398,22810,124,2009-04-25 13:08:33,FALSE
"114","612076581","APdigitales","APdigitales Revista","Barcelona, Spain","Revista #ImpresiónDigital y #Aplicaciones. Innovación en #ComunicaciónVisual #PublicidadExterior #Interiorismo #Retail #DigitalSignage #Impresion3D",2351,313,7363,599,2012-06-18 21:03:35,FALSE
"115","246479345","blascomovas","...","Where the wild things are","I'm mad. You're mad.",188,765,8746,2748,2011-02-02 21:29:00,FALSE
"116","50959751","EuropHospital","European Hospital","Essen","The platform for the latest trends in medical technology, and advances in medicine.
Tweets by @SaschaKeutel

Imprint: https://t.co/PcMV68ukJJ…",6328,1107,4815,247,2009-06-26 07:13:15,FALSE
"117","956173760","APMLongmont","CNC Machine Shop","Longmont, CO","APM's certified machinists provide CNC milling, CNC turning, prototype development/production and more in our state-of-the-art machine shop. Contact us today!",3004,1105,1794,8,2012-11-18 20:27:02,FALSE
"118","284068570","JacobusSystems","Jacobus Systems","Brighton & Hove, UK","Consultancy and software house specialising in data acquisition, IoT and custom software dev. We auto-RT IoT and related news from the people we follow.",1831,612,298164,143,2011-04-18 15:23:49,FALSE
"119","3800561661","GregAtTheDoor","GRD3D",NA,"Lover and maker of all things 3D. iFrom time to time expect 3D science, tech, and knowledge-expanding news.",48,70,1006,504,2015-09-28 05:47:00,FALSE
"120","116543506","kittycochrane","Kitty Cochrane","Fort McMurray","FMPSD teacher, passionate about diversity, equity, human rights, the environment, public education & the Leader In Me. #ymm",464,261,6993,15046,2010-02-22 21:08:57,FALSE
"121","1316618787886641158","ClyncheA","Clynche Art",NA,"Hi I am Clynche and I make 3d printable miniatures for tabletop games.

Check my latest project: https://t.co/Ti2Z0oEDer",27,90,35,111,2020-10-15 05:56:01,FALSE
"122","2756540744","3D_Fuel","3D-Fuel","Fargo, ND","US and Ireland-based manufacturer of the best 3D printer filament around! Industrial-grade + eco-friendly materials that are perfect for industrial & prosumers.",865,278,800,808,2014-08-22 21:28:41,FALSE
