user_id,user_name,user_screenname,user_created_at
2919325973,Koogslaw,@Koogslaw,Sat Dec 13 09:33:22 GMT 2014
1003934561984745477,Andrea NYR London,@AndreaNYRLondon,Tue Jun 05 10:40:26 BST 2018
15811972,Karen Dunn,@Karen_Dunn,Mon Aug 11 19:57:57 BST 2008
354431372,JohnyGT???? ???,@Johny_GT,Sat Aug 13 19:15:11 BST 2011
821546972393959427,Citizens? Climate DFW,@ccldfw,Wed Jan 18 02:37:16 GMT 2017
855972881049698304,Maggie Haseman,@maggiesmumbles,Sun Apr 23 03:33:32 BST 2017
3937263083,Frack Hazard Reveal,@FrackHazReveal,Mon Oct 12 14:02:36 BST 2015
1004347856642347008,Laurent Gallissot,@LaurentGalliss1,Wed Jun 06 14:02:43 BST 2018
2332589652,Cheetah Girl,@CheetahGirl001,Sat Feb 08 00:17:50 GMT 2014
116529568,Aspen Ideas Festival,@aspenideas,Mon Feb 22 20:01:15 GMT 2010
27668072,Carlos Madrid,@ChicanoMcGyver,Mon Mar 30 17:08:16 BST 2009
919279041777164289,Owen Allpress,@OwenAllpress,Sat Oct 14 20:09:37 BST 2017
806095944311865344,Francesco Papa,@cescopapa,Tue Dec 06 11:20:24 GMT 2016
4541148134,Ava Schiffer,@AvaSchiffer,Sat Dec 12 21:07:43 GMT 2015
4870565962,???,@trashcan___x,Mon Feb 01 21:07:20 GMT 2016
24135157,WasteWater Education,@WasteWaterEd,Fri Mar 13 05:42:43 GMT 2009
2896350377,Tim,@russelltim151,Fri Nov 28 19:47:49 GMT 2014
2224011936,Homestead Auto Glass,@homesteadautogl,Sun Dec 01 01:44:41 GMT 2013
3258318650,Jennifer Li,@artistjennyli,Sun Jun 28 03:03:37 BST 2015
619160049,Edward Haas,@haas_e,Tue Jun 26 14:35:06 BST 2012
1247360977,andrea vaccaro,@andvaccaro,Wed Mar 06 22:03:19 GMT 2013
238010645,Kathy Baughman McLeod,@KBMcLeodFLA,Fri Jan 14 04:29:10 GMT 2011
930316859181854721,Jaana Bck,@JaanaBack,Tue Nov 14 06:09:58 GMT 2017
238096056,Friends of the Earth,@foeeurope,Fri Jan 14 10:36:16 GMT 2011
14377563,Surfline,@surfline,Sun Apr 13 21:17:25 BST 2008
603963962,@tampanancy9,@tampanancy9,Sat Jun 09 23:12:24 BST 2012
299117226,Andrea Whalley,@AndreaWhalley,Sun May 15 15:52:48 BST 2011
774744053514547201,JcwIrish,@jcw_irish,Sat Sep 10 23:59:11 BST 2016
230493762,Sarah Jones,@jonesy_sa,Sat Dec 25 19:04:57 GMT 2010
14229632,Adam SneakerWonk,@SneakerWonk,Wed Mar 26 20:53:12 GMT 2008
149462478,Stephen Sutton,@Stippidoo,Sat May 29 11:23:59 BST 2010
538404961,BalconSet.com.mx,@BalconSet,Tue Mar 27 20:01:48 BST 2012
68021572,Heather,@Tigerlily874,Sun Aug 23 01:09:35 BST 2009
21662776,Danny Rampling DJ,@dannyrampling,Mon Feb 23 15:56:39 GMT 2009
2483785812,Katie Spagnolo,@KSpagzSurfline,Thu May 08 15:02:58 BST 2014
1021347053723668480,SkywatchInverness,@SkywatchI,Mon Jul 23 11:51:28 BST 2018
2318140218,Katherine Jurgens,@kbjurgens,Thu Jan 30 02:25:01 GMT 2014
1013596729155858432,Michael D,@Michael78067030,Mon Jul 02 02:34:26 BST 2018
91201768,UR Sustainable,@URSustainable,Thu Nov 19 21:52:25 GMT 2009
3387709917,Eva Working CLASS,@EvaSoumble,Wed Jul 22 19:33:47 BST 2015
1080664074,basia lautman,@mannaznieba,Fri Jan 11 19:20:27 GMT 2013
2664155578,Michael Csukai,@m_csu,Wed Jul 02 15:28:18 BST 2014
384923143,Michael E. Mann,@MichaelEMann,Tue Oct 04 16:28:26 BST 2011
3195221121,Sally Harrison,@SallyHa21907523,Wed Apr 22 17:27:11 BST 2015
1412325108,Krystal Minx,@BisexualMinx,Wed May 08 09:56:56 BST 2013
79795028,BIOThom,@thomastrimb,Sun Oct 04 19:20:48 BST 2009
37102739,droll,@droll3,Sat May 02 02:28:14 BST 2009
625111692,Dolly,@ApsyAngst,Mon Jul 02 22:55:23 BST 2012
1024486497364402176,The Girl Nextdoor???,@TheGirl90113761,Wed Aug 01 03:46:29 BST 2018
351058784,Liz Loveland,@lizl_genealogy,Mon Aug 08 19:39:12 BST 2011
304550287,Joseph E Nolan,@NolanJosephE,Tue May 24 19:12:16 BST 2011
234367247,ScienceSeeker,@SciSeeker,Wed Jan 05 13:50:27 GMT 2011
221568661,Karen,@salukikaren,Wed Dec 01 00:44:24 GMT 2010
564767329,Alison Jane Gowman,@GowmanAJ,Fri Apr 27 18:05:31 BST 2012
328069729,Cameron Yow,@CameronYow,Sat Jul 02 18:36:52 BST 2011
938093357884149760,Deane FILIP_PICARD,@DeanePicard,Tue Dec 05 17:11:00 GMT 2017
54243837,SfAM Microbiology,@SfAMtweets,Mon Jul 06 16:56:44 BST 2009
369789098,Paul Nichols ??,@paul_c_nichols,Thu Sep 08 00:22:31 BST 2011
2331893694,April Roach,@aprilroach28,Fri Feb 07 13:51:06 GMT 2014
48222467,jofroi,@Jofroi,Thu Jun 18 04:02:56 BST 2009
3089956859,Mike Walsh,@mikewalsh32,Thu Mar 12 21:27:58 GMT 2015
3429955204,Dr. ir Johannes Drooghaag,@DrJDrooghaag,Tue Aug 18 14:57:19 BST 2015
117162240,host universal,@HostUniversal,Wed Feb 24 18:50:25 GMT 2010
919193761065918464,CPRW,@CPRWokingham,Sat Oct 14 14:30:45 BST 2017
809472116445716481,@stopfrackingtherio,@emcimino,Thu Dec 15 18:56:06 GMT 2016
456987187,Denial Bot 6000,@denybot6000,Fri Jan 06 22:11:33 GMT 2012
709986828066144257,Silicon Valley North,@CCLSVN,Wed Mar 16 06:17:05 GMT 2016
51906756,Miguel Villarroel S,@mavillarroel,Mon Jun 29 02:15:09 BST 2009
19916963,BobClem,@BobClem,Mon Feb 02 17:12:40 GMT 2009
146795163,TRUSTED TRADERS LTD,@TrustedTraders,Sat May 22 11:40:41 BST 2010
4117883234,Amber Manfree,@admanfree,Tue Nov 03 23:30:11 GMT 2015
850340402817314816,John Fellenor,@JohnFellenor,Fri Apr 07 14:32:05 BST 2017
417789036,Aynsley,@AynsleeAnne,Mon Nov 21 11:17:14 GMT 2011
257216911,Jose M Martin-Moreno,@JMMartinMoreno,Thu Feb 24 23:56:57 GMT 2011
20325908,Randy LaMonda,@RandyLaMonda,Sat Feb 07 18:54:01 GMT 2009
43785765,David,@DavidGreatLakes,Mon Jun 01 01:07:36 BST 2009
997182083083595776,William Scoggins,@rayelite7,Thu May 17 19:28:30 BST 2018
740970067815337984,M.K.B.,@BeastOGevaudan,Thu Jun 09 19:13:25 BST 2016
390867049,Billy Squicciarino,@Bill_s24,Fri Oct 14 18:38:06 BST 2011
564122315,Murrieta Police Dept,@MurrietaPD,Fri Apr 27 00:24:08 BST 2012
50210970,Allison Torres,@allisondtorres,Wed Jun 24 05:15:18 BST 2009
1358484180,Jay T. Cullen,@JayTCullen,Wed Apr 17 04:54:24 BST 2013
288740397,gianbellan,@gianbellan,Wed Apr 27 12:37:57 BST 2011
230669533,mome wrath,@cp_nl,Sun Dec 26 08:33:52 GMT 2010
278022421,AlwaysCarryOn.com,@beccajtalbot,Wed Apr 06 14:08:36 BST 2011
838429377994055681,Helen Carney,@SciKnit,Sun Mar 05 16:41:55 GMT 2017
130520787,Anne Sanderson,@asanderson197,Wed Apr 07 15:42:35 BST 2010
2271777348,EllieDroplet ??,@elliedroplet,Wed Jan 01 15:37:58 GMT 2014
69553168,Neil Verlander,@neilvic,Fri Aug 28 11:06:32 BST 2009
759272109315153920,Einar Petersen,@TheEinarkist,Sat Jul 30 07:19:12 BST 2016
169849065,Elliot Siemon,@sci_tek,Fri Jul 23 10:16:02 BST 2010
219429357,Sheena Bratt,@SheenaBratt1,Wed Nov 24 21:04:32 GMT 2010
19242147,Jim  Boxell,@lbox327,Tue Jan 20 15:58:30 GMT 2009
722146778020212736,RSPB Chester,@RSPBChester,Mon Apr 18 20:36:23 BST 2016
815238337,Elaine Gilligan,@ElaineGilligan,Mon Sep 10 14:31:39 BST 2012
282716700,Joanne Spruce,@JoanneSpruceC21,Fri Apr 15 20:31:16 BST 2011
538374905,Mother Earth,@MotherEarthHH,Tue Mar 27 19:17:01 BST 2012
1618434374,Mikey.M,@mike_mellish,Wed Jul 24 20:11:13 BST 2013
811520967709224960,SecurityExpertOnline,@SecurityXTV,Wed Dec 21 10:37:30 GMT 2016
105466806,wesinjapan,@wesinjapan,Sat Jan 16 12:35:45 GMT 2010
478821213,Richard Redmer,@richardredmer,Mon Jan 30 18:08:03 GMT 2012
851343096403161089,Deschler Lab,@DeschlerLab,Mon Apr 10 08:56:26 BST 2017
915619356649779200,Dnauerbach13,@Dnauerbach131,Wed Oct 04 17:47:20 BST 2017
322254150,Mark Dixon,@MarkDixonTV,Wed Jun 22 22:47:51 BST 2011
31426534,Vincent Finat-Duclos,@twitvfd,Wed Apr 15 16:00:00 BST 2009
746804905642450944,Victoria,@vdnewine,Sat Jun 25 21:38:59 BST 2016
848805327890001920,???The Phoenix ???,@Yazeedxxx1,Mon Apr 03 08:52:15 BST 2017
992508462902009856,,@rhubarbginn,Fri May 04 21:57:12 BST 2018
47472885,Rare,@Rare_org,Tue Jun 16 00:04:17 BST 2009
887388405918834692,Roger Persson,@RogerPersson75,Tue Jul 18 20:07:37 BST 2017
118636864,robinrobson,@GreenandEco,Mon Mar 01 09:04:34 GMT 2010
965945523499950081,John. E,@hermit82857782,Tue Feb 20 13:45:34 GMT 2018
964974065206349824,janet,@lunevalleyff,Sat Feb 17 21:25:20 GMT 2018
14986841,Shelley Powers,@shelleypowers,Tue Jun 03 00:53:12 BST 2008
27334189,carol wilson,@snackwell,Sat Mar 28 23:34:05 GMT 2009
926151939624140800,Yo mismo!,@ge_ri_ga,Thu Nov 02 18:20:04 GMT 2017
953377966012162048,Lobo Blackwolf???????,@L0B033,Tue Jan 16 21:26:34 GMT 2018
20417273,Maureen Williams,@MoDubs11,Mon Feb 09 05:10:15 GMT 2009
3013676661,Orpington Priory & Gardens,@OrpingtonPriory,Tue Feb 03 02:49:36 GMT 2015
2557373364,Venus Rising,@VenusRisingInfo,Mon Jun 09 20:18:19 BST 2014
34065444,Joe Pranaitis,@JoePranaitis,Tue Apr 21 23:17:23 BST 2009
955257656440164352,Howard Stark 2018 ?,@HowardStark2018,Mon Jan 22 01:55:47 GMT 2018
864071042561691648,Ian Billing ??,@Ian_BlueCube,Mon May 15 11:52:45 BST 2017
967770130993295360,MedEdBot,@MedEdBot,Sun Feb 25 14:35:54 GMT 2018
468934051,Suzi,@lilyjoy79,Fri Jan 20 02:10:49 GMT 2012
977922941915746304,Jill T. Anderson,@jillthanderson,Sun Mar 25 15:59:33 BST 2018
42731067,mrs pickles ?,@mrs_pickles,Tue May 26 22:46:33 BST 2009
2982774250,Fabes!,@FabienTempest,Sat Jan 17 16:56:52 GMT 2015
334624777,van smith,@vandot50,Wed Jul 13 13:02:50 BST 2011
3027988812,Shelly T,@VexedShelly,Thu Feb 19 00:51:51 GMT 2015
5031151,Wilderness Society ?,@Wilderness,Tue Apr 17 20:16:48 BST 2007
859992452022882304,Dianna A.,@ArtistsPo,Thu May 04 05:45:53 BST 2017
22502626,Terri Chu,@TerriChu,Mon Mar 02 16:44:15 GMT 2009
58525387,Clay Adams #BoycottNRA,@Mooncatadams,Mon Jul 20 18:02:09 BST 2009
566381550,Share if You care,@DePcan,Sun Apr 29 14:30:29 BST 2012
3108486885,Lady Writes,@LadyWrites_Blog,Mon Mar 23 20:26:52 GMT 2015
2808486572,?jim young?,@jypacpro,Sun Sep 14 02:34:04 BST 2014
124894584,Harriet,@honeyrosie,Sat Mar 20 23:44:22 GMT 2010
3345322389,Global Path Records,@GlobalPathRec,Thu Jun 25 12:31:08 BST 2015
483189991,Linda Victorino,@tigerlilyon,Sat Feb 04 18:51:06 GMT 2012
329588583,Gregory Norminton,@GDRNorminton,Tue Jul 05 10:54:05 BST 2011
966633332,QI Vancouver,@QIVancouver,Fri Nov 23 18:47:56 GMT 2012
2837363340,Richard McGee,@richardbmcgee,Thu Oct 02 02:09:31 BST 2014
842002135579529216,Em,@itsemalee73,Wed Mar 15 13:18:47 GMT 2017
983489505524056064,Arya Snark #IWillVote,@AryaResists,Tue Apr 10 00:39:05 BST 2018
1059671468,Byrun ???,@ByrunStedmann,Fri Jan 04 05:58:02 GMT 2013
498097255,Sergio Contreras,@contreras_79,Mon Feb 20 17:50:59 GMT 2012
967352166439636992,Paul Schtze Perfume,@PaulSchutzeLON,Sat Feb 24 10:55:03 GMT 2018
85199704,BobIrving #FBPE #NHSlove #MVM,@bobirving_green,Mon Oct 26 00:25:36 GMT 2009
1394155242,Rhana Nicholson,@rhana_nicholson,Wed May 01 10:14:00 BST 2013
881159017644654592,Jeanne Yacoubou,@jeanneyacoubou,Sat Jul 01 15:34:15 BST 2017
124898913,AMC,@Truthbuster,Sun Mar 21 00:07:35 GMT 2010
97441862,Tasmin Chamberlain,@tasminvictoria,Thu Dec 17 13:29:34 GMT 2009
18160394,Narayan Solanke,@nnaaary,Tue Dec 16 11:13:57 GMT 2008
29546989,WSI Conference,@WSIConfExpo,Tue Apr 07 22:14:37 BST 2009
403004768,Lennie Jarratt,@LennieJarratt,Tue Nov 01 21:53:52 GMT 2011
3142309458,?????????DE?                   G?ET??E? ???,@GGColberg,Mon Apr 06 17:18:11 BST 2015
105213100,Debra Cox BA (Hons) DipPRE,@DebraCoxEdit,Fri Jan 15 18:12:47 GMT 2010
1035754320,Eve Sabbagh,@EveSabbagh,Tue Dec 25 22:38:24 GMT 2012
997264826475929600,#SaiyanGains IFB ???,@stressbag3,Fri May 18 00:57:17 BST 2018
132974394,??????? ??????,@nicktothecore74,Wed Apr 14 18:38:19 BST 2010
2203272107,Vandraren,@Mkanslatt,Sun Dec 01 15:22:53 GMT 2013
2811074816,Chris Chelser,@chrischelser,Mon Sep 15 11:37:37 BST 2014
822819607622852608,Humanitarian,@70DoraRN,Sat Jan 21 14:54:16 GMT 2017
242232734,Ms,@winniedOvest,Mon Jan 24 08:19:11 GMT 2011
1525168716,Donna ,@dragonjewls,Mon Jun 17 16:55:23 BST 2013
1026113557593612289,SouthernMilitaryWife,@military_wife23,Sun Aug 05 15:31:51 BST 2018
15431825,Derrick Ruthless,@derrickruthless,Mon Jul 14 21:27:22 BST 2008
2926519176,Bonnie Hart,@ocgoodheart,Thu Dec 11 08:07:54 GMT 2014
457235221,NICOLE NALEPA,@NicoleNalepaTV,Sat Jan 07 05:23:55 GMT 2012
14259771,????? ?????????,@talexander,Sun Mar 30 18:59:14 BST 2008
56704752,Masa Israel UK,@ukmasa,Tue Jul 14 15:17:53 BST 2009
987607872,josiguana,@josie_agatha,Mon Dec 03 23:14:59 GMT 2012
899402299184775168,Moh. Anang Pambudi,@mohpmbd_,Sun Aug 20 23:46:33 BST 2017
21350294,Penny,@PennyBlogs,Thu Feb 19 23:05:48 GMT 2009
213598080,Hanna Kirkpatrick,@MissHannaKP,Tue Nov 09 09:49:57 GMT 2010
23769106,Cllr. Mike Powell #FBPE,@CllrMikePowell,Wed Mar 11 14:24:16 GMT 2009
730847466518663169,NoPlanetB,@time2act4world,Thu May 12 20:49:49 BST 2016
1576851018,shibaji bose,@shibajibose1,Mon Jul 08 07:07:21 BST 2013
3133834418,????? ???????? ?????,@HM2015s,Fri Apr 03 02:32:05 BST 2015
205751378,PRNE Environment,@PRNEEnv,Thu Oct 21 15:42:59 BST 2010
1009456255574814722,valentin0rie2,@valentin0rie2,Wed Jun 20 16:21:40 BST 2018
753941309895897088,Leaf Sheet & Ream,@paperrocking,Fri Jul 15 14:16:30 BST 2016
3382138047,The Hippo Shoe,@TheHippoShoe,Sat Jul 18 21:14:32 BST 2015
782227639582937092,Joe Salbert ??????,@JoeSalbert,Sat Oct 01 15:36:17 BST 2016
19624836,Erin Biba,@erinbiba,Tue Jan 27 23:37:26 GMT 2009
193533004,Julianne Lima,@JulianneLimaTV,Wed Sep 22 02:47:43 BST 2010
934457361003106304,Gary Spence,@gazzaeuro,Sat Nov 25 16:22:51 GMT 2017
29008249,WFSB Channel 3,@WFSBnews,Sun Apr 05 16:58:40 BST 2009
870523220,Katrinka,@klg004,Tue Oct 09 21:08:27 BST 2012
864869692565053440,ACES International,@ACES_OIP,Wed May 17 16:46:18 BST 2017
4100638186,MARIAMA MAMANE,@mariam_pety,Mon Nov 02 23:20:22 GMT 2015
831657095497969664,Val Miller,@vmillergsu,Wed Feb 15 00:11:17 GMT 2017
929170402391113728,Patrick crago,@CragoPatrick,Sat Nov 11 02:14:21 GMT 2017
4254608699,Ounce of Prevention,@Oz_Prevention,Mon Nov 23 04:11:14 GMT 2015
465663862,Jeff,@bearsandgiants,Mon Jan 16 16:14:34 GMT 2012
2359777668,Tia Nelson,@tialeenelson,Mon Feb 24 17:00:44 GMT 2014
2780244933,Neil Tomlin,@TomlinNeil,Mon Sep 22 14:40:07 BST 2014
34910744,Gerlinde Gruber,@GGerlinde,Fri Apr 24 13:21:32 BST 2009
965905735694606336,Chrissie Amin,@ChrissieAmin,Tue Feb 20 11:07:27 GMT 2018
3154092952,C?B?TZ,@amponsahyaw193,Fri Apr 10 17:55:43 BST 2015
3550580775,Todd Manley,@ToddManley83,Sat Sep 05 02:50:49 BST 2015
1004172495891595264,Appvertise - mobile app development,@Appvertisemob,Wed Jun 06 02:25:54 BST 2018
2725764036,Frack Free Ryedale,@F_F_Ryedale,Tue Aug 12 10:31:43 BST 2014
858761681970888704,Sabrina Clumeck Sabnews,@InfoDeSab,Sun Apr 30 20:15:14 BST 2017
266032894,Beatriz Felipe Prez,@beaifp,Mon Mar 14 14:46:27 GMT 2011
27058171,John Paul Taylor,@jimmyjhoffa,Fri Mar 27 18:00:24 GMT 2009
330509973,Anne-Maria Yritys,@annemariayritys,Wed Jul 06 19:40:53 BST 2011
491764832,Anders Andreyevitch,@ANDREYEVSKY,Tue Feb 14 00:25:30 GMT 2012
984018826747678723,Our Faith Our Planet MCR,@OurFaithMCR,Wed Apr 11 11:42:25 BST 2018
1052522228,Justin Bailey,@JustinBaileyart,Tue Jan 01 12:48:09 GMT 2013
3627509358,SnoopyResists,@5455km629,Sun Sep 20 15:14:25 BST 2015
800129647891529728,Azrael Bexter,@azrael_bexter,Sun Nov 20 00:12:28 GMT 2016
20007680,Life With Ruby Slippers ???,@MsRubySlippers_,Tue Feb 03 21:57:06 GMT 2009
35866669,rahul desai,@desairahul,Mon Apr 27 22:25:42 BST 2009
184680220,Clemons Kunkel #resistance #notmypresident,@KeystoUnlocking,Mon Aug 30 06:51:20 BST 2010
33950365,Lisa Brown,@kiramace,Tue Apr 21 17:12:34 BST 2009
26430660,Andrew Clark,@StartToday09,Wed Mar 25 04:32:44 GMT 2009
41147623,James L. Robinson,@ykhalim,Tue May 19 17:18:31 BST 2009
2508320060,Care Without Carbon,@CareWithoutCO2,Mon May 19 21:06:31 BST 2014
179944895,david rosenblum,@mudcaulks,Wed Aug 18 14:31:40 BST 2010
755495942980120576,@bradley08185329,@pepper55bs,Tue Jul 19 21:14:04 BST 2016
5971922,Boing Boing,@BoingBoing,Fri May 11 20:14:39 BST 2007
293715722,Shah A Farhad,@BeingFarhad,Thu May 05 22:01:53 BST 2011
864192100660858881,Melissa B.,@thewritingpro,Mon May 15 19:53:47 BST 2017
617036556,Dr Fiona Whelan,@FionaEWhelan,Sun Jun 24 10:29:33 BST 2012
808081070671482882,Heather Cloete,@CloeteHeather,Sun Dec 11 22:48:35 GMT 2016
1310902248,Erwin mulders,@Erwinmulders3,Thu Mar 28 15:15:24 GMT 2013
601890937,JoeKoffee,@JoeKoffee,Thu Jun 07 14:50:11 BST 2012
113410319,Vitor Santos,@jornalistavitor,Thu Feb 11 17:29:51 GMT 2010
797547199928422401,In Spite of Trump ?,@InSpiteOfTrump,Sat Nov 12 21:10:45 GMT 2016
931564145249538049,Farr Hotels & Resorts,@FarrHotelResort,Fri Nov 17 16:46:14 GMT 2017
135578944,Robert_Chadwick1,@OpusVI1,Wed Apr 21 19:08:08 BST 2010
1024220567933779968,Mark Bennett,@MarkBennett91,Tue Jul 31 10:09:47 BST 2018
449798277,Emrys ?,@MyrddinGrrrl,Thu Dec 29 14:19:10 GMT 2011
444527547,2 Investing,@2degreesinvest,Fri Dec 23 10:37:54 GMT 2011
2808276823,EcoManiac,@ecoranting,Sat Sep 13 23:18:58 BST 2014
52094248,Jorge Heine,@jorgeheinel,Mon Jun 29 16:50:59 BST 2009
128554081,Greg Martin,@jgregorymartin,Thu Apr 01 14:22:32 BST 2010
700916768483602432,MyEarthYourEarth,@EarthMineYours,Sat Feb 20 05:35:54 GMT 2016
974913877350780928,nappe matthieu,@nappematthieu1,Sat Mar 17 07:42:36 GMT 2018
561362691,SackvilleRiversAssn.,@SackvilleRivers,Mon Apr 23 17:36:48 BST 2012
907173942225506304,??Coleen??,@cmm0967,Mon Sep 11 10:28:17 BST 2017
2768699295,sanne,@apfelshopper,Sat Sep 13 10:20:21 BST 2014
15891888,jimzimlfc,@jimzimlfc,Mon Aug 18 15:21:22 BST 2008
728645309069414401,1000 Trades,@1000TradesJQ,Fri May 06 18:59:14 BST 2016
900440215654891522,Happy Family Hub,@happyfamilyhub,Wed Aug 23 20:30:51 BST 2017
65305830,Secular Students,@SecularStudents,Thu Aug 13 08:25:16 BST 2009
3131912885,StageFaves,@StageFaves,Sat Apr 04 00:55:07 BST 2015
557506097,Carmen Stanescu,@CarmenStanescu2,Thu Apr 19 08:33:17 BST 2012
3253085370,Cindy Sacks,@cindy_sacks,Tue Jun 23 01:32:37 BST 2015
952134750,Daro Silva Roldn,@INGDARIO_SR,Fri Nov 16 18:02:22 GMT 2012
866549233,Tomas GarciaAzcarate,@Tgarciaazcarate,Sun Oct 07 17:02:10 BST 2012
110808703,LittleRiver,@mmjoymm_StP,Tue Feb 02 21:09:39 GMT 2010
184272277,OODA Strategies,@OODAStrategies,Sun Aug 29 04:41:18 BST 2010
3298457087,Lux,@ReiiMiir,Mon May 25 22:22:53 BST 2015
2836417623,Katherine Duceman,@Katherine_CSR,Sat Oct 18 20:49:42 BST 2014
3215394317,Eduardo Martino,@MartinoNqn,Tue Apr 28 04:45:03 BST 2015
27324507,Frances Stewart,@drfrances,Sat Mar 28 22:36:41 GMT 2009
55299073,Dyal Compass,@DyalCompass,Thu Jul 09 18:24:22 BST 2009
763893912,Sarah,@SarahSpencerPol,Fri Aug 17 16:15:55 BST 2012
28200202,Ana Marreiros,@AnaMarreiros,Wed Apr 01 22:25:40 BST 2009
589459703,UpcycledHour,@UpcycledHour,Thu May 24 23:05:31 BST 2012
328549118,Sascha ??,@BlockN5,Sun Jul 03 16:53:19 BST 2011
238381376,aaron g. boone,@aboone29,Sat Jan 15 01:39:40 GMT 2011
28451585,John Taszarek,@Taz_the_Man,Fri Apr 03 00:51:52 BST 2009
3497268500,Jo Peterson,@digitalcloudgal,Tue Sep 08 22:45:16 BST 2015
4300070255,Kori Milroy,@sci_tchr_tweets,Fri Nov 27 21:07:21 GMT 2015
344674124,SnakeBlisken5,@snakeblisken5,Fri Jul 29 13:17:16 BST 2011
1016656268143026178,Razor_PSA,@PsaRazor,Tue Jul 10 13:11:57 BST 2018
17850268,Heartland Institute,@HeartlandInst,Wed Dec 03 21:51:23 GMT 2008
4090931555,Andrew R Williams  ??,@HoverSlate,Sun Nov 01 15:58:35 GMT 2015
140917047,T,@ItsTashYo,Thu May 06 19:04:31 BST 2010
950861183220879361,AfrikSc.TV,@AfrikScTV,Tue Jan 09 22:45:47 GMT 2018
94428174,Candice Andrews,@NatureTraveler,Thu Dec 03 22:22:55 GMT 2009
25702320,jcricket?,@therealjcricket,Sat Mar 21 17:44:41 GMT 2009
21562029,Roz Bassford,@dogdaysarerover,Sun Feb 22 12:25:04 GMT 2009
46841910,Ann Werner,@MsWerner,Sat Jun 13 07:32:41 BST 2009
34761502,Carlos Mock,@ctmock,Thu Apr 23 23:58:18 BST 2009
4703044272,Ergo,@B_carried,Sun Jan 03 14:27:26 GMT 2016
